Student GUID,Name,Research Interests,University Field
22085629-c962-4907-b3fc-2007df7517a9,Keith Mendoza,"Polymer Science,Organic Chemistry,Theoretical Chemistry",Chemistry
3d1e6c2a-2ee0-4dfd-be04-c417e330316f,Colleen Jones,"Photonics,Nuclear Physics,Statistical Mechanics",Physics
127f92cd-2825-482d-a896-f1111da8693d,Jonathan Salazar,"Human-Computer Interaction,Machine Learning",Computer Science
7034f3f0-3ba7-473c-a430-8f3b97db3118,Stacy Miller,"Industrial Engineering,Electrical Engineering,Biomedical Engineering",Engineering
21b13dd8-338a-4823-978d-b985d5020788,Rita Gonzalez,"Statistical Mechanics,Particle Physics",Physics
1afb8270-cd7d-4212-ac41-a603103e127e,Lori Olson,"Cloud Computing,Artificial Intelligence,Data Science",Computer Science
751b6ed3-63c1-42ca-944e-98d5bd0264b9,Shannon Shaw,"Cognitive Psychology,Experimental Psychology,Personality Psychology",Psychology
b35693bc-488a-469e-85f5-aa89ec29bdff,Jerry Gutierrez,"Blockchain,Cloud Computing,Data Science",Computer Science
dea738c8-6314-4e73-baac-3e37aaa13ba7,Barbara Harvey,"Electrical Engineering,Mechanical Engineering,Environmental Engineering",Engineering
59d1b990-7b38-4cb9-97c6-6525f6b37828,Emily Marquez,"Cell Biology,Genetics,Marine Biology",Biology
2c61fb8a-e069-4572-aee9-4dd5ad7cff66,Danielle Hudson,"Evolutionary Biology,Neuroscience,Microbiology",Biology
3823f93f-27f8-4bda-89dc-ce18b509541a,Susan Pruitt,"Statistics,Calculus,Applied Mathematics",Mathematics
daee38ab-1166-48a0-ad61-b2a3f819c814,Alyssa Evans,"Differential Equations,Applied Mathematics",Mathematics
e3f375e4-7b05-4311-b323-2c3dab386eb5,Kelly Coleman,"Chemical Engineering,Biomedical Engineering",Engineering
c2fdcf64-56dd-4bfb-894d-5c21e4b56dcd,Joshua Robertson,"Statistics,Differential Equations,Calculus",Mathematics
78377a1e-3aa0-42be-ba39-958d3b03a462,Heather Davis,"Statistical Mechanics,Condensed Matter Physics,Cosmology",Physics
05e08447-f1ee-4d88-bd67-bac37dc444cd,Eric Jones,"Blockchain,Cybersecurity,Data Science",Computer Science
48bb6f29-d9e6-4882-b3d7-378648d18da3,Shelley Baldwin,"Experimental Psychology,Psychometrics,Personality Psychology",Psychology
30e55e87-49fc-4791-960f-b07fb4b01ce2,Mr. Marcus James,"Nuclear Physics,Experimental Physics,Particle Physics",Physics
8e3b4207-4e84-41b5-b282-ea6a55f0533d,Sherry Becker,"Blockchain,Artificial Intelligence,Human-Computer Interaction",Computer Science
d91c6024-075a-4184-b99a-21e8f422ba34,Gabriel Howe,"Photonics,Quantum Mechanics,Experimental Physics",Physics
a6974afd-fafa-4610-8c62-abf0369f2015,Michael Cox,"Cloud Computing,Quantum Computing",Computer Science
a78d590b-5639-43c0-bd7d-0f3bee9a24ef,James Johnson,"Behavioral Economics,Financial Economics,Public Economics",Economics
6c68868e-f6b6-4dec-b116-be426e9babca,Ryan Vargas,"Ecology,Neuroscience,Marine Biology",Biology
aed2813c-7f50-41de-8a71-0de536869bfe,Chloe Harris,"Comparative Literature,Rhetoric,Historiography",Literature
fa098eb4-d092-4cb1-b190-c45d18b7b3d0,Brandon Osborn,"World Literature,Historiography,Narrative Theory",Literature
44d62fbe-fc60-46ad-97d5-072f75476c7f,Brian Welch,"Personality Psychology,Health Psychology",Psychology
4fa1de28-f7c5-48e9-98a3-5635b26dabfc,Stephanie Oneill,"Nuclear Physics,Quantum Mechanics,Particle Physics",Physics
ee9fad78-e372-452a-b2f8-de090a495f09,Sydney Mcdonald,"Mechanical Engineering,Environmental Engineering",Engineering
6507d906-876f-4cbb-9abd-eabf38779781,Helen Jones,"Machine Learning,Human-Computer Interaction,Cybersecurity",Computer Science
d887edb8-d5e0-4b37-b748-4d6a7e358ee2,Erik Miller,"Novel,Historiography",Literature
17675c00-11a3-47d2-a84b-9b1afc78cf8a,Steven Becker,"Computer Vision,Data Science",Computer Science
15daa257-cd7d-4143-89ca-cc8a11448951,Melinda Spence,"Materials Science,Polymer Science,Physical Chemistry",Chemistry
855bfc3b-4aae-4db9-b366-d522e219cee2,Cynthia Wallace,"Systems Engineering,Industrial Engineering,Environmental Engineering",Engineering
424429f9-3d35-4e97-b19b-af8290551c47,Michael Warren,"Statistics,Number Theory,Applied Mathematics",Mathematics
60dfaa2b-9368-4df4-9061-016806a42daf,Tamara White PhD,"Polymer Science,Physical Chemistry,Analytical Chemistry",Chemistry
bee87127-5a54-4ed8-9ef9-c53d6cfefaab,Mrs. Stephanie Smith,"Personality Psychology,Social Psychology,Developmental Psychology",Psychology
4b3f2d1a-e901-45d7-b124-ff47a6336e97,Erica Murray,"Rhetoric,Narrative Theory,Poetry",Literature
f53c506a-9b64-4e3c-be15-86b93c73ed69,Adam Higgins,"Genetics,Biochemistry,Immunology",Biology
cc81475d-614d-470f-91c8-21e30d7d33d2,Kevin Foster,"Cognitive Psychology,Experimental Psychology",Psychology
37debb8b-07bb-423a-b4d0-5731c6db8adc,Tammy Grimes,"Behavioral Economics,Macroeconomics,Financial Economics",Economics
459869af-1e35-4d00-8f1f-2cd0af51de92,Kyle Mayo,"Theoretical Physics,Condensed Matter Physics,Quantum Mechanics",Physics
75094784-30e0-40e9-a3e6-e7a731515d61,Dana Bryant,"Industrial Engineering,Mechanical Engineering,Civil Engineering",Engineering
9d55f3e5-cf87-42d8-9ca3-1e7ac89b023c,Brandon Hernandez,"Astrophysics,Theoretical Physics,Experimental Physics",Physics
ab4edc0c-0fc1-4820-9729-eb82f372c639,Cynthia Williams,"Probability,Calculus,Applied Mathematics",Mathematics
69275785-5644-4cbe-ba55-22a66c33b18f,Nicholas Barrera,"Cell Biology,Immunology",Biology
48497306-cc8b-40ea-a88e-0967f6c8f4f2,Jeremy Powers,"Economic History,Modern History,Political History",History
d89faffb-cf1f-4a8d-86ca-e918a7194207,Christopher Herrera,"Cognitive Psychology,Personality Psychology,Clinical Psychology",Psychology
75e4765d-2bde-4e7b-a025-fd2e458b0d6c,Mary Anderson,"Mechanical Engineering,Civil Engineering",Engineering
25304e9b-6ab8-4b9e-9a63-fc86771ff23d,David Brooks,"Biomedical Engineering,Chemical Engineering,Aerospace Engineering",Engineering
06be06e3-e45b-4816-9b66-31c6dcfb5b15,Thomas Hayes,"International Economics,Health Economics,Development Economics",Economics
29825a26-c0ca-424e-b14b-9bd17743601a,Sherry Herrera,"Statistics,Mathematical Physics",Mathematics
044e959d-cce2-49f9-bca7-9bc9c5ff7404,Shelly Jones,"Inorganic Chemistry,Analytical Chemistry",Chemistry
5e93c402-f0ce-43f8-b97a-f7ebb2b05d13,Justin Scott,"Inorganic Chemistry,Biochemistry",Chemistry
576df8c2-382f-4dc6-b691-5bc696d061d4,Krista Brown,"International Economics,Microeconomics,Public Economics",Economics
4625dfee-09cc-466b-8250-53f33d3facc0,Michael Barron,"Literary Criticism,Narrative Theory",Literature
159dbf64-e800-4f42-ba97-4bc1ec0ef899,James Ward,"Theoretical Chemistry,Organic Chemistry,Physical Chemistry",Chemistry
9d9b3200-5141-441c-af54-25bcb8d98faf,Patricia Morgan,"Astrophysics,Photonics,Nuclear Physics",Physics
40b470ca-93d7-4fe0-99b6-ebf3cf0ea172,Jessica Wells,"Physical Chemistry,Biochemistry,Medicinal Chemistry",Chemistry
0639a1a9-680a-4fa9-b9d2-54830d2841e9,Todd Hernandez,"Comparative Literature,Narrative Theory,Poetry",Literature
dfee5d86-4c64-40c7-bbca-cfc8bf7d6b19,Jim Martinez,"Forensic Psychology,Psychometrics,Developmental Psychology",Psychology
6e48629e-563c-4eef-b8b9-43cbcddcbff8,Rebecca Brady,"Microeconomics,Financial Economics",Economics
d47a4aaa-4285-4415-b1ef-ed1f928d3023,Olivia Lucas,"Electrical Engineering,Aerospace Engineering",Engineering
d9017e3d-6449-4d36-abc9-d5f25399ccd1,Abigail Garcia,"Forensic Psychology,Clinical Psychology",Psychology
e25860bc-343b-484a-9945-185cb120b77d,Lindsay Chavez,"Social History,World History",History
7dfa6d50-0cf3-4893-ae9d-227a9d24731b,Michael Foster,"Novel,Literary Criticism,Poetry",Literature
470c4e29-d18f-4a7d-a241-dc28bf801e6d,Arthur Hoffman,"Cell Biology,Evolutionary Biology,Genetics",Biology
0dd73ad1-0b8a-4184-9232-dc087260431a,Brandy Hernandez,"Differential Equations,Geometry",Mathematics
6de157ab-5fae-4cd5-9bcf-6288b94cdff2,Rachael Mejia,"Inorganic Chemistry,Polymer Science,Theoretical Chemistry",Chemistry
45bebc28-e438-41ee-a914-70d7d3f285ce,Gabriel Campbell,"Organic Chemistry,Biochemistry,Physical Chemistry",Chemistry
050bbe39-ab1c-4f87-9b21-3d18eb232561,Heidi Medina,"Creative Writing,Comparative Literature,Narrative Theory",Literature
04400e94-03fd-476f-a473-ed678908d935,Kimberly Fisher,"Civil Engineering,Mechanical Engineering,Biomedical Engineering",Engineering
d94028a4-80b3-491d-be9d-8b92f3c1ff3e,Leslie Buckley,"Biopsychology,Health Psychology,Clinical Psychology",Psychology
e770c10f-8587-4a99-b3ea-1924b0817f90,Ashley Silva,"Cell Biology,Biochemistry,Microbiology",Biology
ab238c4e-a377-45aa-92b0-86cd7376b979,Joshua Powell,"International Economics,Labor Economics,Development Economics",Economics
f11ab305-957a-4aea-bf94-ac9d2b568b18,Alejandro Duran,"Biopsychology,Personality Psychology,Health Psychology",Psychology
46c67b72-43b6-4922-8f20-c175c4543dce,Daniel Key,"Genetics,Biochemistry,Neuroscience",Biology
0455b954-96f8-42a9-9c6c-9699d5117ca5,Anthony Rivera,"Systems Engineering,Mechanical Engineering,Aerospace Engineering",Engineering
5efbe7b3-bb5d-4bb7-b3ee-27ef9df3d2de,Ryan Allen,"Cognitive Psychology,Biopsychology,Clinical Psychology",Psychology
37bd4649-c304-456f-91a4-13a8f32da2e9,Anthony Bass,"Behavioral Economics,Econometrics",Economics
efe4d7fb-3e6a-4ab5-9db7-887781a93fe9,Sarah Jennings,"Forensic Psychology,Psychometrics,Health Psychology",Psychology
ee0a9b53-0b05-434e-8b8e-f1ba93e9ddda,William Smith,"Statistics,Differential Equations,Geometry",Mathematics
e201fc85-1f1a-4336-8144-cf42bd0e917d,Joshua Clements,"Cognitive Psychology,Biopsychology",Psychology
3720ed43-3a4d-4ce1-9d48-2948ddaf2995,Joseph Powell,"Software Engineering,Artificial Intelligence,Quantum Computing",Computer Science
a471c839-6c26-4930-ae10-428c9e1d541f,Thomas Henderson,"Statistical Mechanics,Condensed Matter Physics,Particle Physics",Physics
00ff099c-d9ce-47f4-95ed-e58263cfa175,Zachary Williams,"Statistical Mechanics,Cosmology,Experimental Physics",Physics
416f57a8-b3ae-4f59-aa24-07168ac3bd33,Kenneth Jones,"Artificial Intelligence,Cybersecurity",Computer Science
326e0640-f6e5-49ed-905e-469e786e4c6e,Michelle Myers,"Number Theory,Algebra",Mathematics
ed23cb0b-8798-4759-897d-12980cf88b30,Linda Martinez,"Biopsychology,Experimental Psychology,Personality Psychology",Psychology
76cdb3b8-9f0f-446d-bf9d-8596b623ab23,Carla Wilson,"Ecology,Conservation Biology,Evolutionary Biology",Biology
3fefb8cf-5612-4d2e-8165-d5a5709765b5,Morgan Coleman,"Microeconomics,Econometrics,Financial Economics",Economics
8cda7d09-9f56-4b85-8c2e-1371968a9206,Nicole Jenkins,"Neuroscience,Biochemistry",Biology
f0cdd5dd-d31a-4b4f-94c5-d3e7edd43e12,Brian Anderson,"Software Engineering,Aerospace Engineering",Engineering
5b5f6377-5525-46b1-93c3-69e5f48226aa,Tracy Jones,"Medieval History,Political History",History
e8df8a1b-c645-44a5-bcd3-66a9fd2cbd59,Rodney Potter,"Environmental Chemistry,Polymer Science,Physical Chemistry",Chemistry
feeaefd2-4b2c-47fb-b9b5-bc6dacabd8fc,Joseph May,"Software Engineering,Quantum Computing,Data Science",Computer Science
fc47bb9a-1020-4a48-b4d4-5201e749aaec,David Farrell,"Cognitive Psychology,Social Psychology,Health Psychology",Psychology
587787d4-2dd9-4355-9926-431749044e51,William Stewart,"Chemical Engineering,Environmental Engineering",Engineering
c20effc9-0cc4-44f0-abb2-c6c5ecc9679b,Gregory Burton,"Differential Equations,Mathematical Physics",Mathematics
160f190b-9eba-48e9-8ab1-2a95b3e620b0,Christopher Bailey,"Inorganic Chemistry,Theoretical Chemistry,Analytical Chemistry",Chemistry
eb8956a1-5952-44d7-bb78-4db79edd401e,Nancy Kelley,"Rhetoric,Literary Criticism,Drama",Literature
6003c707-497e-420a-9105-55331eea66ee,Melissa Mckenzie,"Forensic Psychology,Social Psychology",Psychology
ac40135e-b7dc-40bf-a100-bc6fb2f30e68,Misty Taylor,"Social History,Modern History",History
c5cec463-9e95-4e6e-995d-2009a6919c98,Alexander Martin,"Cognitive Psychology,Personality Psychology,Clinical Psychology",Psychology
fdacc187-b83a-4633-87f1-b7dee1640fd8,Krystal Evans,"Medieval History,Cultural History,Modern History",History
bb15b955-3a44-457b-9019-8ba8674fa62d,Zachary Guzman,"Nuclear Physics,Cosmology,Experimental Physics",Physics
659bf6de-c783-4f28-8b08-fa5e448d705e,Timothy White,"Ecology,Microbiology",Biology
c34b00ce-f60d-4732-b7c4-36122485da19,Sean Lopez,"Social Psychology,Psychometrics,Clinical Psychology",Psychology
f6309aee-a5a8-4502-9ade-26dae421bcd5,Savannah Warren,"Historiography,Drama,Poetry",Literature
56190c36-d42a-408d-8b98-6d3920f9eaee,Holly Martinez,"Differential Equations,Probability,Applied Mathematics",Mathematics
1971e703-0868-43a2-a981-6db31fe1513a,Jennifer Jimenez,"Creative Writing,Rhetoric,Drama",Literature
02e380bc-a00f-47db-bc0c-66eda2e6ee0e,Jo Powell,"Novel,World Literature,Historiography",Literature
815c6ee7-2351-4295-902f-500b50f8a000,Alyssa Alexander,"Physical Chemistry,Theoretical Chemistry",Chemistry
bb5d7e99-edcd-475d-beb1-3fc12c8de5c6,Paul Mata,"Geometry,Mathematical Physics,Probability",Mathematics
1fa0681b-6ebd-450c-a695-4e57ec4d4328,Jessica Heath,"Historiography,Drama,Narrative Theory",Literature
be6c43dc-cc32-418b-8ba4-6dbf092214c5,Zachary Diaz Jr.,"Polymer Science,Biochemistry,Physical Chemistry",Chemistry
d828e6c0-3351-4ba3-8e6c-79c95f14001d,Alexis Rodriguez,"Cell Biology,Genetics",Biology
27f28443-5481-4adb-845d-8e88efe278d8,Raymond Smith,"Cloud Computing,Quantum Computing",Computer Science
c61e9194-4e07-4ec9-9f63-211b3c7994f4,James Forbes,"Experimental Psychology,Psychometrics,Clinical Psychology",Psychology
7c7ccf43-1006-4af4-9556-c3f80798cd6d,Marc Wells,"Blockchain,Quantum Computing,Computer Vision",Computer Science
8a4cedc4-1065-4b63-96dd-be2438d4d00e,Mary Cummings,"Inorganic Chemistry,Polymer Science,Analytical Chemistry",Chemistry
043eef1e-1934-45d9-b505-83365144aed1,Jenny Lopez,"Theoretical Physics,Quantum Mechanics,Cosmology",Physics
d8773ad7-ce74-4bc6-9d90-40fc67050607,Thomas Campos,"Rhetoric,Literary Criticism,Narrative Theory",Literature
3808034f-4e8a-4494-8385-a6e51cf006fc,Martha Harrington,"Microeconomics,Macroeconomics,Financial Economics",Economics
27b1f9da-f12c-484d-9a4c-7d3b8cbe09fb,Drew Harris,"Environmental Engineering,Chemical Engineering,Biomedical Engineering",Engineering
3710598d-b692-4a09-93da-8124fe427e50,Karen Le,"Statistics,Geometry,Calculus",Mathematics
4cf917de-2633-4c5c-90c2-9c7d71bfcfcc,Carol Decker,"Financial Economics,Labor Economics,Development Economics",Economics
e111aa63-a2cc-4e6f-9f8b-b2fc05dd7468,Gregory Page,"Evolutionary Biology,Immunology",Biology
54157884-7217-4dd2-9413-153bf6975949,Peter Bryant,"Macroeconomics,Financial Economics,Labor Economics",Economics
a6687a65-7eff-4006-a471-74f05364a4de,Taylor Gibson,"Environmental Chemistry,Polymer Science,Analytical Chemistry",Chemistry
b576dfad-3f5b-464e-aa59-948cab6813f8,Fred Green,"Quantum Computing,Human-Computer Interaction,Data Science",Computer Science
477f6f6c-e4a7-4365-8767-1b5265fb00ac,Eric Jackson,"Cloud Computing,Machine Learning",Computer Science
300da771-b596-46fd-a53a-8d0db0be18b4,Jose Harvey,"Historiography,Drama,Narrative Theory",Literature
5b29ff86-5d78-4fd8-be2b-a1532f78f96e,Brian Jones,"Theoretical Physics,Astrophysics,Quantum Mechanics",Physics
691b249b-0ab6-492e-8f4b-ae7296f98005,Jessica Stephenson,"Cultural History,Modern History,Political History",History
7aa83185-8a68-48df-b45b-2d6b61b59763,Christopher Zamora,"Neuroscience,Marine Biology",Biology
2485656c-3378-4cdc-bf7f-6cf73b62c516,James Daniels,"Photonics,Quantum Mechanics,Statistical Mechanics",Physics
b1e317d3-508f-4a7f-8ddf-79a28e249fdd,Wesley Johnson,"Nuclear Physics,Cosmology",Physics
2e3b26be-3232-4c90-be0d-4ad1272eb67b,Audrey Shaw,"Macroeconomics,Health Economics,Labor Economics",Economics
55b31bb6-11ed-4c8f-81b1-043eba0e45d3,Toni Garza,"Novel,Rhetoric,Poetry",Literature
22676687-d2c9-4d4d-8bfd-55aae9e10e22,Lisa Parker,"Social History,Modern History,World History",History
7932b035-74f7-4647-8cf9-81d2a1b49d22,William Scott,"Cultural History,Political History",History
44537cad-eecc-4854-8189-0fee8e8da829,William Walters,"Conservation Biology,Marine Biology,Evolutionary Biology",Biology
5e3096ab-c1ff-48bd-ba67-76558d5cfa80,Nathan Anderson,"Systems Engineering,Chemical Engineering,Environmental Engineering",Engineering
486016f1-3a07-473f-8712-f2fe5b5f1387,Danny Russell,"Polymer Science,Physical Chemistry",Chemistry
629781fa-4308-463a-87d6-7b633c719d36,Tyler Phillips,"Personality Psychology,Forensic Psychology,Developmental Psychology",Psychology
62948e7a-dd5e-4b52-98df-35ae128a7598,Robert Chase,"Geometry,Applied Mathematics",Mathematics
7843ad76-368d-4f92-8761-be7b2e183570,Cynthia Stewart,"Forensic Psychology,Social Psychology,Psychometrics",Psychology
14ac8892-2726-4727-9898-b18acdd35a41,Travis Howard,"Cognitive Psychology,Biopsychology,Forensic Psychology",Psychology
c3dae20a-b282-4202-8973-16a0283f72c7,Amy Freeman,"Materials Science,Theoretical Chemistry",Chemistry
651191d4-50d8-4c41-92d3-af9082c8e76b,Gregory Herring MD,"Industrial Engineering,Environmental Engineering",Engineering
0e69a0cc-7715-4042-835d-e76afc25d577,Heidi Smith,"Computer Vision,Human-Computer Interaction,Quantum Computing",Computer Science
53e82d92-2f62-4951-badd-99a78dded841,Melissa Davila,"Statistics,Differential Equations,Calculus",Mathematics
66ee01d8-6476-4f0f-879a-3d20012875cf,Casey Johnson,"Astrophysics,Theoretical Physics",Physics
1883eb01-c8e1-4188-8908-b2da26cd3258,Jonathan Anderson,"Human-Computer Interaction,Cybersecurity",Computer Science
124de3e6-3d27-4265-928b-ab8d1dfd79c0,Thomas Patterson,"Theoretical Physics,Astrophysics,Condensed Matter Physics",Physics
7445b5a1-4d90-44c2-9b8d-50d14dbb71cb,John Carrillo,"Computer Vision,Human-Computer Interaction,Cybersecurity",Computer Science
9a4c17b6-5c08-41c4-847d-2dada5333477,Raymond Lynch,"Conservation Biology,Microbiology,Marine Biology",Biology
44875688-2caf-4975-b851-249da0f866f8,Joe Davis,"Economic History,Modern History,World History",History
c4564ad4-2feb-4301-b547-0d965bb77af3,Kathleen Hughes,"Statistical Mechanics,Quantum Mechanics",Physics
77bb93ee-f8e4-4a18-938d-1019911b4a41,Joshua Boone,"Differential Equations,Topology",Mathematics
81f803f9-b138-4f08-b811-c090036c5879,Katie Suarez,"Materials Science,Organic Chemistry",Chemistry
57448be7-89bb-4ee1-b6fb-a4792101b4b5,Amy Gonzalez,"Ancient History,World History",History
c4325d76-f867-43aa-ac9a-64419610ef81,Ashley Reed,"Astrophysics,Nuclear Physics,Particle Physics",Physics
c2887cb1-ac7c-443b-b009-1acd4db497fc,Charles Francis,"History of Science,World History",History
44f01eb5-fe83-4c84-887f-9cc872da2c56,Randall Mosley,"Social History,Military History,World History",History
7323c177-730b-436f-96e1-89576686cf20,Shawn Smith,"Immunology,Neuroscience,Microbiology",Biology
58a65663-9f3a-46e6-a341-18d66980cb24,Ashley Benton,"Statistical Mechanics,Nuclear Physics,Quantum Mechanics",Physics
d369ac66-946a-4263-9a6b-f4906dc5c360,Michelle Thompson,"Military History,Cultural History,Ancient History",History
10aefa2b-1dc3-4b3a-aa3d-b747f78c6d70,Taylor Richardson,"Economic History,Political History",History
a5d7f47d-60d3-494f-a0ef-30cdcc8be099,Kathryn Davis,"Materials Science,Polymer Science,Analytical Chemistry",Chemistry
3b91c9be-b0c8-40fa-93bf-8d7fabdbde9e,Robert Hall,"Experimental Psychology,Social Psychology,Health Psychology",Psychology
9005c7cf-ab7e-4d0b-8980-a994774c4ed5,Sharon Torres,"Software Engineering,Mechanical Engineering,Civil Engineering",Engineering
c624a1d4-c8bc-4cfd-957c-a876625bdd2e,Laura Logan,"Systems Engineering,Industrial Engineering,Biomedical Engineering",Engineering
49491564-3f96-4f2e-8152-a1c1f2d3ac52,Henry Baker,"Drama,Poetry",Literature
aac63f10-df95-473f-b9bc-ad7d59395a45,Tiffany May,"Systems Engineering,Software Engineering",Engineering
b024a6a2-3d5a-4c88-a7b7-40349c4d16c1,Michael Anderson,"Macroeconomics,Development Economics",Economics
2e49fad6-439e-4303-9cf0-332a1616d174,Brent Adams,"Evolutionary Biology,Genetics,Marine Biology",Biology
16340362-8f23-41f1-b002-bb5bc1eda7d3,Sergio Long,"International Economics,Labor Economics,Development Economics",Economics
dceece73-9c67-4cc4-9cb2-e89e6a6597f4,John Welch,"Nuclear Physics,Theoretical Physics,Experimental Physics",Physics
6fb9e8ac-80c4-4ec1-97eb-cd68d8d52a13,Courtney Green,"Experimental Psychology,Psychometrics",Psychology
5728ff74-7768-45cb-b250-7810b29063a7,Sue Roman,"Conservation Biology,Immunology,Marine Biology",Biology
c0a13e6d-e466-474d-af62-a4c6a2e99388,Mitchell Cook,"Comparative Literature,Literary Criticism,Narrative Theory",Literature
2e82ef0c-e637-4b9e-bd3b-83bd0e7e3a36,Barbara Jones,"Macroeconomics,Health Economics",Economics
2ffe57f9-4faf-49d6-8b8b-d5609cf165f0,Lisa Davis,"International Economics,Macroeconomics,Health Economics",Economics
603e50f8-53ff-45a4-a499-c43d01749de6,Robert Randolph,"Genetics,Immunology,Marine Biology",Biology
303c552f-7581-4419-a353-2222b3d0db4c,Katherine Greene,"Ecology,Biochemistry,Marine Biology",Biology
04fca678-c0a6-4bb4-8faa-b4b3dbeb100a,Jonathan Palmer,"Software Engineering,Mechanical Engineering",Engineering
66483756-7705-4107-81b0-6c0095dabfbb,Jennifer Mullins,"Cloud Computing,Machine Learning,Data Science",Computer Science
b4e97159-a711-48b0-845b-14842b88979e,Lori Brown,"Systems Engineering,Electrical Engineering,Civil Engineering",Engineering
21378f66-fe8d-48e7-874b-68656be80bb0,Erin Huerta,"Ecology,Biochemistry,Marine Biology",Biology
f17b8298-0d36-4768-9649-2c18a8b70b0c,Laurie Wolfe,"Systems Engineering,Mechanical Engineering,Environmental Engineering",Engineering
6e800efc-72d0-4e28-b62d-ae5ed4aca41e,Robert Monroe,"Computer Vision,Artificial Intelligence,Human-Computer Interaction",Computer Science
b3de4f1f-1a76-4358-b46e-181bdd8e16a5,Crystal Landry,"Astrophysics,Statistical Mechanics",Physics
509aa91b-409a-40f7-8b2b-474771be3612,Christopher Jones,"Forensic Psychology,Health Psychology,Clinical Psychology",Psychology
af20be75-7d00-4e90-ba41-97ce76005bee,Maria Moore,"Systems Engineering,Chemical Engineering,Civil Engineering",Engineering
bb64558f-e8e5-4c3c-90e0-9dea5bb37479,Leslie Stevens,"International Economics,Macroeconomics,Public Economics",Economics
f6b947f2-4ebf-48d9-a8ee-bd805b3f7462,Mrs. Michelle Robertson,"Software Engineering,Artificial Intelligence,Machine Learning",Computer Science
09c3980d-d1bc-4436-8c29-a69698e0f150,Michael Campbell,"Creative Writing,World Literature,Historiography",Literature
199e745e-45f4-45db-93a7-da5b2fc6d9dd,Jessica Martinez,"Social History,Ancient History",History
dc95d5f8-346e-4ef3-9fa5-f14fcccbabec,Kelly Preston,"Conservation Biology,Marine Biology,Evolutionary Biology",Biology
fbf4648f-de0c-437d-beed-d69d25c2e6d1,Kathryn Boyd,"Experimental Psychology,Health Psychology,Personality Psychology",Psychology
9e07d58e-762c-4ef3-96d0-3bf4d8e0a80c,William Pace,"Polymer Science,Medicinal Chemistry",Chemistry
224e2dad-159b-4960-a8d7-ebd0f6257b6b,Larry Crane,"Astrophysics,Nuclear Physics",Physics
c65ee8cb-fc6d-434f-8bdd-ac374bb0adf3,Cindy Green,"Personality Psychology,Clinical Psychology",Psychology
571db89f-3d00-4af2-ab96-8e9c597e67af,Dawn Ramirez,"Astrophysics,Photonics,Condensed Matter Physics",Physics
eaa4af95-4b79-460b-a900-de5132c328b5,Lauren Espinoza,"World Literature,Historiography",Literature
10d59e0a-dfeb-4170-9b91-e886ecc8d2bf,Christine Cooper,"Statistical Mechanics,Condensed Matter Physics,Particle Physics",Physics
21128f25-88da-412f-b500-9434aa87efe8,Lauren Werner,"Novel,Comparative Literature",Literature
29b24473-1acd-4a56-9e8f-c3691e724229,Sonya Waters,"Environmental Engineering,Aerospace Engineering",Engineering
9c1d96c4-66d3-4e0b-a58a-636050db5e9c,Brandi Herrera,"Number Theory,Topology,Applied Mathematics",Mathematics
1bfa58a3-091c-4ab0-8deb-1cbf2bd34230,Ann Franklin,"Software Engineering,Artificial Intelligence,Machine Learning",Computer Science
c24f9a23-612e-4e76-b443-af061cd9563a,Richard Vazquez,"Econometrics,Financial Economics",Economics
79f4d5a0-5778-4cd7-b858-eab1a15d072a,Cheryl Garcia,"Algebra,Calculus",Mathematics
45b76323-17c1-49c7-994f-59b0cbc759e6,Christopher Shields,"Software Engineering,Data Science",Computer Science
1b091ec6-c49b-4cbf-b62a-9c6637bcca08,Joshua Williams,"Statistical Mechanics,Quantum Mechanics,Experimental Physics",Physics
08ffe06a-e3a1-4bee-a76a-0e1870a93843,Lisa Chapman,"History of Science,Cultural History,Economic History",History
6d8af697-699b-43f8-bcd2-8562746ec46d,James Acevedo,"Statistics,Differential Equations",Mathematics
dd96b677-e26b-4397-879b-428ef8d82542,Kelly Shaw,"Systems Engineering,Software Engineering,Industrial Engineering",Engineering
417f29b9-c063-48a2-a42e-862a8f601213,April Mcconnell DVM,"Environmental Engineering,Civil Engineering",Engineering
b27c1021-b649-4064-a359-6db4c5c24b23,Taylor Barker,"Military History,Modern History",History
58177c2d-50f9-4338-a2b9-ee1911613da7,John Lara,"Inorganic Chemistry,Physical Chemistry",Chemistry
b44ee8b2-faa0-4a8a-a108-4faae6fed0ca,Steven Gibson,"Photonics,Nuclear Physics,Particle Physics",Physics
3637e0f2-15c1-44e7-a2a1-f6a15ba92814,Lori Wilson DVM,"Cell Biology,Ecology,Marine Biology",Biology
dfbbdacb-3f98-4bb4-860b-863b6b531029,Tyler Smith,"Novel,Comparative Literature",Literature
149b3317-e913-4008-bd23-7a2f445b6f0b,Devon Davis,"Theoretical Physics,Nuclear Physics,Condensed Matter Physics",Physics
419d18b1-c04f-4caf-b0c4-7c3a44bf4646,Alyssa Allison,"Astrophysics,Nuclear Physics",Physics
ed3af8d5-e64d-4ac3-85fd-c35d7d34a565,Louis Berry,"Blockchain,Cloud Computing",Computer Science
de785f08-bfaf-42b5-9475-e07d80772709,Tabitha Noble,"Immunology,Marine Biology",Biology
6f950cc8-fa13-4e0e-9981-d494d3d7f300,Douglas Dyer,"International Economics,Financial Economics,Public Economics",Economics
